EmployeeID,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
43,Bachelors,2013,Bangalore,3,30,Male,No,3,1
44,Bachelors,2014,Bangalore,3,36,Male,No,0,0
45,Bachelors,2015,Pune,3,39,Male,No,4,0
46,Bachelors,2014,Bangalore,3,23,Female,No,1,0
47,PHD,2012,New Delhi,3,27,Male,No,5,0
48,Masters,2013,New Delhi,3,35,Male,No,2,0
49,Masters,2017,New Delhi,2,34,Male,No,0,0
50,Bachelors,2013,Bangalore,3,30,Female,No,1,0
51,PHD,2017,New Delhi,3,34,Male,No,2,0
52,Bachelors,2015,Pune,2,26,Female,No,4,1
53,Bachelors,2016,Bangalore,3,34,Female,No,0,0
54,Bachelors,2014,Bangalore,3,31,Female,Yes,5,0
55,Bachelors,2017,New Delhi,3,31,Female,Yes,5,0
56,PHD,2013,New Delhi,3,28,Male,No,2,0
57,Bachelors,2016,Bangalore,3,38,Male,No,2,0
58,Masters,2014,Pune,3,39,Female,No,2,0
59,Bachelors,2013,Pune,3,32,Male,No,4,0
60,Masters,2017,Pune,2,36,Male,No,2,1
61,Masters,2013,New Delhi,3,29,Male,No,3,0
62,Bachelors,2015,Bangalore,3,30,Male,No,5,0
63,PHD,2013,Bangalore,2,25,Male,No,3,1
64,Bachelors,2014,Pune,1,22,Female,No,0,1
65,Bachelors,2016,Bangalore,3,34,Male,No,4,0
66,Bachelors,2018,Bangalore,3,40,Male,No,1,1
67,PHD,2013,Bangalore,3,26,Male,No,4,0
68,Bachelors,2014,New Delhi,3,28,Male,No,0,0
69,Bachelors,2015,Bangalore,3,24,Female,No,2,0
70,Masters,2017,Bangalore,3,40,Female,No,2,1
71,Bachelors,2018,Bangalore,3,23,Female,No,1,1
72,Masters,2017,Bangalore,3,31,Male,No,4,0
73,Bachelors,2014,Pune,3,25,Female,No,3,0
74,Bachelors,2014,Bangalore,1,27,Male,No,5,0
75,Masters,2017,New Delhi,2,25,Female,No,3,1
76,Bachelors,2015,Bangalore,3,40,Male,No,0,1
77,Bachelors,2014,Bangalore,1,23,Female,No,1,0
78,Bachelors,2017,Bangalore,3,23,Female,No,1,0
79,Bachelors,2012,Bangalore,3,39,Male,No,1,0
80,PHD,2015,New Delhi,1,37,Male,No,1,0
81,Bachelors,2017,Pune,3,38,Male,No,2,0
82,Bachelors,2013,Bangalore,3,31,Female,No,0,1
83,Bachelors,2016,Bangalore,3,38,Male,No,5,0
84,Bachelors,2017,Bangalore,3,25,Female,No,3,0
85,Bachelors,2015,Bangalore,3,27,Female,Yes,5,1
86,Bachelors,2016,Pune,2,36,Male,No,0,1
87,Bachelors,2017,Pune,2,27,Female,No,5,1
88,Masters,2015,Pune,2,32,Female,No,4,0
89,Bachelors,2014,Bangalore,3,28,Male,No,4,0
90,Masters,2012,New Delhi,3,32,Male,No,2,0
91,Bachelors,2018,Bangalore,3,30,Male,No,0,1
92,Bachelors,2015,New Delhi,3,22,Male,No,0,0
93,Bachelors,2017,New Delhi,2,34,Female,No,5,0
94,Masters,2013,New Delhi,3,36,Male,No,2,0
95,Bachelors,2014,Bangalore,3,39,Male,No,3,1
96,PHD,2018,Bangalore,3,26,Male,No,4,1
97,Bachelors,2016,Bangalore,3,31,Female,No,0,0
98,Bachelors,2014,Bangalore,3,27,Male,No,5,1
99,Bachelors,2014,Bangalore,3,29,Female,No,0,0
100,Bachelors,2015,Bangalore,3,24,Female,No,2,1
101,Masters,2012,Pune,3,25,Male,No,3,1
102,Bachelors,2013,Pune,3,25,Male,No,3,0
103,Masters,2017,New Delhi,3,26,Female,No,4,1
104,Bachelors,2015,Pune,2,28,Female,Yes,1,1
105,Bachelors,2017,New Delhi,3,28,Male,No,2,0
106,Masters,2015,Pune,1,28,Female,No,3,1
107,Masters,2015,New Delhi,3,25,Male,No,3,0
108,Bachelors,2017,Bangalore,3,28,Male,No,1,0
109,Masters,2013,Pune,3,25,Male,No,3,0
110,Bachelors,2015,Bangalore,2,25,Female,No,3,1
111,Bachelors,2015,Bangalore,3,27,Female,No,5,0
112,Bachelors,2017,Pune,2,27,Female,No,5,1
113,Bachelors,2013,Bangalore,3,27,Male,No,5,1
114,Bachelors,2012,Bangalore,3,25,Male,No,3,0
115,Masters,2017,New Delhi,2,28,Male,No,2,0
116,Bachelors,2014,Pune,1,26,Female,No,4,1
117,Bachelors,2015,Bangalore,3,28,Male,No,2,0
118,Masters,2013,New Delhi,3,26,Male,No,4,0
119,Bachelors,2017,Bangalore,3,26,Female,No,4,0
120,Bachelors,2017,New Delhi,2,25,Male,No,3,0
121,Bachelors,2012,Bangalore,1,28,Female,No,3,0
122,PHD,2015,New Delhi,3,26,Male,No,4,0
123,Bachelors,2015,New Delhi,3,25,Female,No,3,0
124,Bachelors,2012,Bangalore,3,26,Male,No,4,1
125,Bachelors,2014,Bangalore,3,28,Female,No,3,0
126,Masters,2014,Pune,3,24,Male,No,2,0
127,Bachelors,2013,Bangalore,3,28,Male,No,1,0
128,Bachelors,2015,Pune,3,27,Male,No,5,0
129,Bachelors,2018,Bangalore,3,25,Male,No,3,1
130,Masters,2013,Pune,1,24,Male,No,2,1
131,Bachelors,2017,Bangalore,3,26,Female,No,4,0
132,Bachelors,2013,Bangalore,3,28,Male,No,1,1
133,Masters,2016,New Delhi,3,27,Male,No,5,0
134,Masters,2017,Bangalore,3,26,Male,No,4,0
135,Masters,2017,New Delhi,2,24,Male,No,2,0
136,Masters,2018,New Delhi,3,26,Male,No,4,1
137,Masters,2017,New Delhi,1,25,Female,No,3,1
138,Bachelors,2012,Pune,3,28,Male,No,2,0
139,Bachelors,2017,New Delhi,3,28,Male,No,2,0
140,Bachelors,2013,Bangalore,3,26,Male,No,4,0
141,Masters,2013,New Delhi,3,27,Male,No,5,1
142,Bachelors,2017,Pune,2,24,Female,No,2,1
143,Bachelors,2017,New Delhi,3,28,Female,No,2,0
144,Bachelors,2016,Bangalore,3,26,Male,No,4,0
145,Bachelors,2013,Bangalore,3,27,Female,No,5,0
146,Masters,2015,Pune,2,28,Female,No,3,0
147,Bachelors,2014,Bangalore,3,25,Male,No,3,0
148,Bachelors,2016,Pune,3,28,Male,No,1,0
149,Masters,2013,Bangalore,1,25,Male,No,3,1
150,Bachelors,2015,Pune,3,26,Male,No,4,0
151,Bachelors,2018,New Delhi,3,27,Female,No,5,1
152,Bachelors,2016,Bangalore,3,24,Male,No,2,1
153,Bachelors,2012,Pune,2,24,Female,No,2,1
154,Bachelors,2014,Bangalore,3,26,Male,No,4,0
155,Bachelors,2016,Pune,2,24,Female,No,2,1
156,Masters,2012,New Delhi,3,26,Female,No,4,0
157,Bachelors,2013,Bangalore,3,28,Female,No,3,0
158,Bachelors,2012,Bangalore,3,24,Male,No,2,1
159,Bachelors,2015,Bangalore,3,25,Male,No,3,1
160,Bachelors,2016,Bangalore,3,28,Male,No,3,0
161,Bachelors,2014,Bangalore,3,28,Female,No,3,0
162,Bachelors,2013,Bangalore,3,26,Female,No,4,0
163,Masters,2017,New Delhi,3,24,Female,No,2,1
164,Bachelors,2016,Bangalore,3,25,Male,No,3,1
165,Bachelors,2015,Bangalore,3,25,Male,No,3,0
166,Bachelors,2014,Bangalore,3,27,Male,No,5,0
167,Bachelors,2012,Bangalore,3,24,Male,No,2,0
168,Bachelors,2014,Bangalore,3,25,Male,No,3,0
169,Bachelors,2015,Bangalore,3,28,Male,No,3,0
170,Masters,2015,New Delhi,3,26,Male,No,4,1
171,Bachelors,2014,New Delhi,3,28,Female,No,1,0
172,Bachelors,2015,Pune,3,25,Male,No,3,0
173,Masters,2015,Pune,2,28,Female,No,2,0
174,Bachelors,2014,Bangalore,3,27,Female,No,5,0
175,Bachelors,2013,Bangalore,3,26,Male,No,4,0
176,Bachelors,2016,Bangalore,3,26,Male,No,4,0
177,Bachelors,2012,Bangalore,3,25,Male,No,3,0
178,Bachelors,2015,Bangalore,3,25,Male,No,3,0
179,Bachelors,2014,New Delhi,3,24,Female,No,2,0
180,Bachelors,2012,Bangalore,3,27,Male,No,5,1
181,Masters,2017,New Delhi,3,27,Male,No,5,1
182,Bachelors,2015,Pune,3,27,Male,No,5,0
183,Bachelors,2018,Bangalore,3,24,Male,No,2,1
184,Masters,2017,New Delhi,3,27,Male,No,5,1
185,Masters,2017,New Delhi,2,28,Female,No,1,1
186,Masters,2017,Pune,2,24,Male,No,2,1
187,Masters,2016,New Delhi,3,25,Female,No,3,1
188,PHD,2015,New Delhi,3,28,Female,No,1,0
189,Bachelors,2017,New Delhi,2,26,Male,No,4,0
190,Bachelors,2013,Bangalore,2,27,Male,No,5,0
191,Bachelors,2015,Bangalore,3,26,Male,No,4,0
192,Bachelors,2015,Bangalore,3,26,Male,No,4,0
193,Bachelors,2013,Bangalore,3,28,Male,No,1,0
194,Bachelors,2015,Bangalore,3,27,Female,No,5,0
195,Bachelors,2013,New Delhi,3,25,Female,No,3,0
196,Bachelors,2013,Pune,3,28,Male,No,1,0
197,Bachelors,2017,Pune,3,24,Male,No,2,0
198,Bachelors,2013,New Delhi,3,27,Female,No,5,0
199,Bachelors,2015,Bangalore,3,28,Male,Yes,2,0
200,Bachelors,2015,Pune,3,28,Male,No,3,0
201,Bachelors,2014,Pune,2,25,Female,No,3,1
202,Bachelors,2014,Bangalore,3,25,Male,No,3,0
203,Bachelors,2017,Bangalore,3,27,Male,No,5,0
204,Bachelors,2014,Pune,2,26,Female,No,4,1
205,PHD,2013,New Delhi,3,24,Male,No,2,0
206,Bachelors,2015,Pune,2,26,Female,No,4,1
207,Bachelors,2017,Bangalore,3,25,Male,No,3,0
208,Masters,2013,Pune,2,27,Male,No,5,1
209,Masters,2017,Bangalore,3,28,Male,No,2,0
210,Bachelors,2012,Bangalore,3,25,Male,No,3,1
211,Bachelors,2017,Bangalore,3,27,Male,No,5,0
212,Masters,2017,Pune,2,27,Female,No,5,0
213,Masters,2013,Bangalore,2,28,Female,No,2,1
214,Masters,2017,Pune,3,28,Male,No,1,1
215,Bachelors,2018,Bangalore,3,27,Female,No,5,1
216,Bachelors,2014,New Delhi,3,25,Female,No,3,0
217,Masters,2017,New Delhi,3,27,Male,No,5,1
218,Masters,2013,New Delhi,3,26,Male,No,4,1
219,Bachelors,2013,Pune,2,25,Female,No,3,1
220,Masters,2012,New Delhi,3,26,Male,No,4,1
221,Bachelors,2016,Bangalore,3,25,Male,No,3,1
222,Bachelors,2013,Pune,2,26,Male,No,4,0
223,Bachelors,2018,Bangalore,3,28,Female,No,2,1
224,Bachelors,2013,Bangalore,3,27,Male,No,5,0
225,Bachelors,2015,Pune,1,24,Female,Yes,2,1
226,Bachelors,2013,Pune,3,28,Male,No,2,0
227,Bachelors,2015,Pune,2,27,Female,Yes,5,1
228,Bachelors,2018,Bangalore,3,25,Male,No,3,1
229,Bachelors,2014,Pune,2,27,Female,No,5,1
230,Bachelors,2013,Pune,3,24,Male,No,2,0
231,Bachelors,2014,Pune,3,24,Male,No,2,0
232,PHD,2015,New Delhi,2,25,Female,No,3,0
233,Bachelors,2014,Bangalore,3,26,Male,Yes,4,0
234,Bachelors,2018,Bangalore,3,24,Male,No,2,1
235,Masters,2015,Pune,2,25,Female,No,3,0
236,Bachelors,2015,Bangalore,3,24,Male,No,2,0
237,Bachelors,2014,New Delhi,3,24,Female,No,2,0
238,Masters,2017,Bangalore,2,26,Female,No,4,1
239,Bachelors,2012,New Delhi,3,28,Male,No,1,0
240,Masters,2017,Pune,2,26,Female,No,4,0
241,Bachelors,2016,Pune,3,25,Male,No,3,0
242,Bachelors,2017,New Delhi,3,24,Male,No,2,1
243,Bachelors,2013,Pune,2,28,Female,No,3,1
244,Bachelors,2014,Bangalore,3,25,Female,No,3,1
245,Bachelors,2014,Bangalore,3,25,Male,No,3,0
246,Bachelors,2014,Pune,2,24,Female,No,2,1
247,Bachelors,2015,Bangalore,3,28,Male,No,2,1
248,Bachelors,2015,Bangalore,3,27,Male,No,5,0
249,Bachelors,2016,Pune,3,26,Male,No,4,0
250,Masters,2015,New Delhi,3,26,Female,No,4,1
251,Bachelors,2016,Bangalore,1,28,Female,No,2,0
252,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
253,Bachelors,2014,Bangalore,3,27,Male,No,5,0
254,Bachelors,2017,Bangalore,3,28,Male,No,2,0
255,Masters,2018,New Delhi,3,24,Female,Yes,2,1
256,Bachelors,2017,Pune,2,25,Male,No,3,0
257,Bachelors,2018,Pune,2,24,Female,No,2,1
258,Masters,2017,New Delhi,2,28,Female,No,1,0
259,Bachelors,2013,New Delhi,1,27,Female,No,5,0
260,Bachelors,2017,New Delhi,2,27,Female,No,5,0
261,Bachelors,2017,Bangalore,3,28,Male,No,1,0
262,Bachelors,2016,Pune,2,27,Female,No,5,1
263,Masters,2018,Bangalore,3,24,Male,No,2,1
264,Bachelors,2012,Pune,1,26,Male,No,4,0
265,Bachelors,2016,Bangalore,3,26,Male,No,4,0
266,Masters,2016,New Delhi,1,27,Male,No,5,0
267,Bachelors,2015,New Delhi,3,26,Female,No,4,0
268,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
269,Bachelors,2013,Bangalore,3,24,Male,Yes,2,1
270,Bachelors,2018,Bangalore,3,26,Female,No,4,1
271,Masters,2017,Pune,2,26,Female,No,4,1
272,Masters,2017,New Delhi,2,28,Female,No,2,0
273,Bachelors,2013,Pune,3,28,Male,No,1,0
274,Masters,2013,New Delhi,3,25,Male,No,3,0
275,Bachelors,2018,Bangalore,3,28,Female,Yes,1,1
276,Bachelors,2013,Pune,3,27,Female,No,5,1
277,Bachelors,2012,Bangalore,3,25,Male,No,3,0
278,Bachelors,2014,Bangalore,3,28,Male,No,1,0
279,Bachelors,2017,New Delhi,3,28,Female,No,3,0
280,Masters,2017,New Delhi,2,28,Male,Yes,2,0
281,Bachelors,2014,Bangalore,3,25,Male,No,3,0
282,Masters,2017,New Delhi,3,26,Male,No,4,0
283,Bachelors,2015,Pune,1,25,Female,No,3,1
284,Masters,2013,New Delhi,3,27,Male,No,5,0
285,PHD,2014,Bangalore,3,24,Female,No,2,0
286,Masters,2017,New Delhi,2,27,Female,No,5,0
287,Bachelors,2018,Bangalore,3,26,Male,No,4,1
288,Bachelors,2012,Bangalore,3,26,Male,No,4,0
289,Masters,2015,Pune,3,27,Female,No,5,1
290,Bachelors,2018,Bangalore,3,26,Male,No,4,1
291,Bachelors,2016,Bangalore,3,24,Male,No,2,0
292,Masters,2017,New Delhi,2,25,Female,No,3,0
293,Bachelors,2017,New Delhi,2,28,Male,No,1,0
294,Bachelors,2012,New Delhi,3,27,Female,No,5,0
295,Masters,2013,New Delhi,3,26,Male,No,4,1
296,Bachelors,2015,Bangalore,3,26,Female,Yes,4,1
297,Bachelors,2014,Pune,3,28,Male,No,2,0
298,Bachelors,2016,Bangalore,3,24,Female,No,2,1
299,Bachelors,2012,Bangalore,3,28,Male,No,3,0
300,Bachelors,2012,Bangalore,3,27,Male,No,5,0
301,Bachelors,2013,Bangalore,3,26,Male,No,4,0
302,Bachelors,2014,New Delhi,3,28,Female,No,1,0
303,Bachelors,2014,New Delhi,3,27,Female,Yes,5,0
304,Bachelors,2015,Pune,3,26,Female,Yes,4,1
305,Masters,2014,New Delhi,3,26,Male,No,4,1
306,PHD,2015,New Delhi,3,25,Female,No,3,0
307,Masters,2015,New Delhi,3,25,Male,No,3,0
308,Bachelors,2012,Pune,3,27,Male,No,5,0
309,Masters,2017,New Delhi,2,24,Female,No,2,0
310,Bachelors,2016,Bangalore,3,24,Male,No,2,0
311,Masters,2015,Pune,3,28,Female,No,2,0
312,Bachelors,2017,Bangalore,3,24,Female,No,2,0
313,Bachelors,2017,Pune,3,25,Male,No,3,0
314,Bachelors,2017,Bangalore,1,25,Male,No,3,0
315,Masters,2015,Pune,3,28,Female,No,2,0
316,Bachelors,2017,Pune,3,26,Male,No,4,0
317,Bachelors,2014,Pune,3,24,Male,No,2,0
318,Bachelors,2014,Pune,3,25,Female,No,3,1
319,Bachelors,2018,Pune,3,26,Female,No,4,1
320,Bachelors,2016,Bangalore,3,27,Male,No,5,0
321,Bachelors,2017,Bangalore,3,28,Female,No,2,0
322,Bachelors,2012,Pune,3,28,Male,No,2,0
323,Masters,2012,New Delhi,3,24,Female,No,2,1
324,Bachelors,2013,Bangalore,3,26,Male,No,4,0
325,Bachelors,2015,New Delhi,3,26,Female,Yes,4,0
326,Bachelors,2017,Bangalore,3,28,Male,No,1,0
327,Bachelors,2018,Pune,3,25,Male,Yes,3,1
328,Masters,2017,New Delhi,3,24,Male,No,2,0
329,Bachelors,2013,Bangalore,3,28,Male,No,2,1
330,Bachelors,2017,Bangalore,3,24,Male,No,2,0
331,Masters,2017,New Delhi,2,25,Female,No,3,1
332,Bachelors,2013,Pune,2,28,Female,No,1,1
333,Bachelors,2015,Bangalore,3,24,Female,No,2,0
334,Bachelors,2016,Pune,3,26,Male,No,4,0
335,Bachelors,2015,New Delhi,2,27,Female,No,5,1
336,Bachelors,2018,Bangalore,3,24,Female,No,2,1
337,Bachelors,2013,Bangalore,3,27,Female,No,5,0
338,Bachelors,2013,Bangalore,3,24,Male,Yes,2,0
339,Bachelors,2013,Bangalore,3,24,Female,No,2,0
340,Bachelors,2013,Bangalore,3,27,Male,No,5,0
341,Bachelors,2017,Bangalore,3,26,Female,No,4,0
342,Bachelors,2015,Bangalore,3,24,Female,No,2,0
343,Bachelors,2012,Pune,3,24,Female,No,2,1
344,Bachelors,2016,Bangalore,3,24,Male,Yes,2,1
345,Bachelors,2012,Bangalore,3,28,Male,No,3,0
346,Bachelors,2017,New Delhi,2,27,Male,No,5,0
347,Bachelors,2012,Pune,2,27,Female,No,5,1
348,Masters,2017,Pune,2,27,Male,No,5,0
349,Bachelors,2017,Pune,2,24,Male,No,2,1
350,Bachelors,2016,Pune,1,26,Female,No,4,1
351,Bachelors,2015,Pune,3,26,Female,No,4,1
352,Bachelors,2016,Bangalore,3,25,Male,No,3,1
353,Bachelors,2012,Pune,3,26,Male,No,4,0
354,Bachelors,2017,Bangalore,3,28,Male,No,2,0
355,Bachelors,2012,Bangalore,3,25,Male,No,3,0
356,Bachelors,2017,Bangalore,3,25,Female,Yes,3,0
357,Masters,2017,Pune,2,26,Male,No,4,0
358,Masters,2017,Pune,3,28,Male,No,1,1
359,Masters,2015,Pune,2,25,Female,No,3,1
360,Bachelors,2017,New Delhi,2,26,Female,No,4,0
361,Bachelors,2017,New Delhi,2,26,Male,No,4,0
362,Bachelors,2016,Bangalore,3,27,Male,No,5,0
363,Bachelors,2017,New Delhi,3,27,Female,No,5,0
364,Bachelors,2015,New Delhi,3,24,Female,No,2,0
365,Masters,2017,Bangalore,1,26,Female,No,4,1
366,Bachelors,2017,New Delhi,1,28,Female,No,2,0
367,Bachelors,2015,Bangalore,3,24,Male,No,2,0
368,Masters,2015,Pune,2,25,Female,No,3,1
369,Bachelors,2014,Bangalore,3,25,Female,No,3,0
370,Bachelors,2014,Bangalore,3,28,Male,No,2,0
371,Bachelors,2017,Bangalore,3,28,Male,No,3,0
372,Masters,2015,New Delhi,1,27,Male,No,5,0
373,Bachelors,2014,Pune,1,26,Female,No,4,1
374,Masters,2018,Bangalore,3,25,Male,Yes,3,1
375,Bachelors,2016,Bangalore,3,28,Female,No,3,0
376,Bachelors,2018,New Delhi,3,26,Female,Yes,4,1
377,Bachelors,2015,Pune,2,24,Female,No,2,1
378,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
379,Bachelors,2014,Bangalore,3,26,Male,No,4,0
380,Bachelors,2014,Bangalore,3,24,Male,No,2,0
381,Bachelors,2016,Bangalore,3,28,Male,No,2,0
382,Bachelors,2015,Pune,2,25,Female,No,3,1
383,Bachelors,2013,Pune,3,27,Male,No,5,0
384,Bachelors,2015,Bangalore,3,28,Male,No,3,0
385,Bachelors,2014,Bangalore,3,26,Male,No,4,0
386,Bachelors,2012,Bangalore,3,24,Male,No,2,0
387,Bachelors,2013,Bangalore,3,27,Male,No,5,0
388,Bachelors,2015,Bangalore,3,26,Female,Yes,4,1
389,Bachelors,2015,Pune,3,28,Male,No,2,0
390,Bachelors,2014,New Delhi,2,24,Female,No,2,1
391,Bachelors,2013,Bangalore,3,24,Male,No,2,0
392,Bachelors,2018,Bangalore,3,28,Male,Yes,3,1
393,Bachelors,2015,Pune,3,27,Male,No,5,0
394,Bachelors,2014,Pune,2,26,Male,No,4,0
395,Bachelors,2016,Bangalore,3,25,Male,No,3,1
396,PHD,2013,Bangalore,3,25,Male,No,3,0
397,Bachelors,2014,Bangalore,3,25,Male,No,3,0
398,Bachelors,2017,New Delhi,2,28,Female,No,1,0
399,Bachelors,2015,Pune,1,26,Female,No,4,1
400,Masters,2017,New Delhi,3,26,Male,Yes,4,1
401,Bachelors,2014,Bangalore,3,27,Male,No,5,0
402,Bachelors,2012,New Delhi,3,24,Female,No,2,0
403,Bachelors,2017,New Delhi,2,24,Male,No,2,0
404,Bachelors,2015,Bangalore,3,26,Male,No,4,0
405,Bachelors,2012,Bangalore,3,26,Female,No,4,0
406,Bachelors,2015,Bangalore,3,24,Male,No,2,0
407,Masters,2014,Pune,3,25,Male,No,3,0
408,Bachelors,2015,Bangalore,3,28,Male,No,2,0
409,Bachelors,2016,Pune,3,24,Male,No,2,0
410,Bachelors,2016,Bangalore,3,26,Female,No,4,0
411,Bachelors,2015,Pune,2,25,Female,Yes,3,1
412,Masters,2013,New Delhi,2,25,Male,No,3,1
413,Bachelors,2017,Pune,3,25,Male,No,3,0
414,Bachelors,2015,Pune,2,26,Female,Yes,4,1
415,Masters,2015,Bangalore,2,26,Female,No,4,1
416,Bachelors,2012,Pune,3,27,Female,No,5,0
417,Masters,2017,New Delhi,3,28,Male,Yes,2,0
418,Bachelors,2016,Pune,3,25,Male,No,3,0
419,Bachelors,2016,Bangalore,3,24,Male,No,2,0
420,Bachelors,2016,Pune,3,28,Male,No,1,0
421,Bachelors,2013,New Delhi,3,27,Female,Yes,5,0
422,Bachelors,2015,New Delhi,3,26,Male,No,4,0
423,Bachelors,2016,Bangalore,3,27,Male,No,5,0
424,Bachelors,2017,Pune,2,27,Male,No,5,0
425,Bachelors,2012,Bangalore,3,27,Male,No,5,0
426,PHD,2018,New Delhi,3,25,Male,No,3,1
427,Bachelors,2014,Pune,3,27,Male,No,5,0
428,Bachelors,2013,Bangalore,3,26,Female,No,4,0
429,Masters,2017,Pune,2,24,Female,No,2,1
430,PHD,2016,New Delhi,2,28,Male,No,3,1
431,Masters,2014,New Delhi,3,26,Male,No,4,1
432,Masters,2017,New Delhi,2,27,Male,Yes,5,1
433,PHD,2013,New Delhi,3,27,Male,No,5,0
434,Masters,2014,New Delhi,3,28,Female,No,1,0
435,Bachelors,2017,Pune,3,27,Male,No,5,0
436,Bachelors,2015,Pune,3,26,Female,Yes,4,1
437,Masters,2014,Bangalore,3,26,Male,No,4,1
438,Masters,2012,Pune,3,27,Male,No,5,0
439,Bachelors,2017,Bangalore,3,26,Male,No,4,0
440,Masters,2017,Pune,2,27,Male,No,5,1
441,Bachelors,2017,Bangalore,3,27,Male,No,5,0
442,Bachelors,2016,Bangalore,3,25,Male,No,3,1
443,Bachelors,2016,Pune,3,27,Male,Yes,5,0
444,Bachelors,2014,Pune,3,25,Male,No,3,0
445,Bachelors,2017,Bangalore,3,28,Male,No,1,0
446,Masters,2012,Pune,3,24,Male,No,2,0
447,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
448,Bachelors,2013,Pune,2,25,Male,No,3,1
449,Bachelors,2012,Pune,3,27,Male,No,5,0
450,Bachelors,2017,Bangalore,3,26,Male,No,4,0
451,Bachelors,2013,Pune,3,26,Male,No,4,0
452,Bachelors,2016,Bangalore,3,24,Male,No,2,0
453,Bachelors,2014,Bangalore,3,25,Female,No,3,0
454,Bachelors,2015,New Delhi,3,25,Male,No,3,0
455,PHD,2012,Pune,3,24,Male,No,2,0
456,Bachelors,2013,Bangalore,3,27,Male,No,5,0
457,Bachelors,2015,Bangalore,3,25,Male,No,3,0
458,Bachelors,2016,Bangalore,3,26,Male,No,4,0
459,Masters,2015,New Delhi,3,24,Female,No,2,0
460,Bachelors,2012,Bangalore,3,26,Male,No,4,0
461,Bachelors,2013,Pune,3,24,Male,No,2,0
462,Masters,2017,New Delhi,3,24,Male,No,2,1
463,Bachelors,2014,Bangalore,1,25,Male,Yes,3,0
464,Bachelors,2018,Bangalore,3,28,Male,No,1,1
465,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
466,Masters,2013,Bangalore,3,28,Female,Yes,2,1
467,Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
468,Masters,2018,New Delhi,1,24,Male,Yes,2,1
469,Bachelors,2012,Bangalore,3,25,Male,No,3,0
470,PHD,2013,New Delhi,2,27,Female,No,5,0
471,Masters,2018,New Delhi,3,28,Male,Yes,2,1
472,Bachelors,2014,Bangalore,3,28,Male,No,3,1
473,Bachelors,2014,Pune,3,27,Male,No,5,0
474,Bachelors,2013,New Delhi,3,24,Female,No,2,1
475,Bachelors,2015,Pune,2,28,Female,No,1,1
476,Bachelors,2015,Pune,2,26,Female,No,4,1
